Date,Open,High,Low,Close,Adj Close,Volume
2000-11-29,17.764601000000003,17.9562,16.231501,16.7106,5.972528,12799558
2000-11-30,16.863899,17.2855,16.653098999999997,16.7969,6.003371,5055399
2000-12-01,16.6915,16.950198999999998,16.289,16.403999,5.862945,6351583
2000-12-04,17.2472,17.6113,16.768101,17.046,6.092403,7417664
2000-12-05,17.1514,17.8221,17.1514,17.3909,6.215673000000001,11607065
2000-12-06,17.5347,18.090401,17.266399,17.573,6.280755999999999,12101796
2000-12-07,17.5347,18.6653,17.5347,18.5312,6.623228,24353798
2000-12-08,18.617399,19.546801000000002,18.617399,19.077299,6.818409,19596084
2000-12-11,19.508499,19.681,19.010201000000002,19.1635,6.8492169999999994,10772674
2000-12-12,19.336,19.403098999999997,18.301201000000002,18.7036,6.684845,13525190
2000-12-13,18.7803,18.971901000000003,18.5886,18.8186,6.725946,7360138
2000-12-14,18.837799,19.5947,18.444901,18.6078,6.6506050000000005,16815754
2000-12-15,18.540701000000002,18.540701000000002,17.266399,17.3526,6.201985,11592876
2000-12-18,17.726298999999997,17.726298999999997,17.726298999999997,17.726298999999997,6.335548,663760
2000-12-19,18.0137,18.521601,17.870001000000002,17.975401,6.424580000000001,11978186
2000-12-20,17.841299,17.975401,17.458,17.7167,6.332117,8765504
2000-12-21,17.553801,18.167,16.969299,17.649599,6.308134,9927658
2000-12-22,17.4867,17.9562,16.423201000000002,16.509399,5.900616,9565079
2000-12-26,16.844801,17.046,15.9728,16.0399,5.732813,7171995
2000-12-27,15.9441,16.3465,15.8483,16.269899,5.815016,2591884
2000-12-28,16.3274,16.758499,16.308201,16.634001,5.94515,3328245
2000-12-29,16.662701000000002,16.950198999999998,16.5765,16.844801,6.020493,6820990
2001-01-01,17.1322,17.419701,16.978901,17.1322,6.1232120000000005,7012337
2001-01-02,17.055599,18.1,17.055599,18.0329,6.445131,15377571
2001-01-03,18.0137,19.9109,17.870001000000002,19.518101,6.975955,36496870
2001-01-04,19.613899,20.581699,18.7803,20.073798999999998,7.174567,39410260
2001-01-05,20.0259,20.504998999999998,19.5947,19.757601,7.061555,27087007
2001-01-08,19.642599,19.642599,19.642599,19.642599,7.020452000000001,1904657
2001-01-09,19.3552,19.834298999999998,18.876101000000002,18.971901000000003,6.780736999999999,12701225
2001-01-10,18.876101000000002,19.1252,17.4772,17.975401,6.424580000000001,13756327
2001-01-11,18.1096,18.2054,17.649599,17.9275,6.407458999999999,8795733
2001-01-12,18.0137,18.090401,17.4484,17.515499,6.260206,10139649
2001-01-15,17.343,17.726298999999997,17.0077,17.160999,6.133504,5743601
2001-01-16,17.1035,17.7071,17.046,17.295099,6.181433999999999,11820277
2001-01-17,17.295099,17.295099,17.295099,17.295099,6.181433999999999,521824
2001-01-18,16.844801,17.458,16.4807,17.4293,6.229398000000001,9137110
2001-01-19,17.4772,17.6784,17.266399,17.438801,6.232793,8544945
2001-01-22,17.630501000000002,18.511999,17.544201,18.3204,6.547885,14113270
2001-01-23,18.396998999999997,18.646099,18.090401,18.195801,6.503354,8666149
2001-01-24,18.2533,18.4928,17.9275,18.2724,6.530730999999999,6881015
2001-01-25,18.301201000000002,18.3874,17.8221,17.937099,6.41089,6553821
2001-01-29,17.2472,18.2437,16.863899,18.195801,6.503354,7472106
2001-01-30,18.282,18.761101,18.0137,18.291598999999998,6.537591,13797327
2001-01-31,18.3778,18.6653,17.726298999999997,17.965799,6.421149,13104360
2001-02-01,17.879601,17.879601,16.969299,17.343,6.1985529999999995,8295409
2001-02-02,17.266399,17.5921,17.189698999999997,17.2376,6.160882,5844918
2001-02-05,17.055599,18.6078,17.055599,18.511999,6.616364,20672091
2001-02-06,18.962298999999998,19.8151,18.924,19.5756,6.996505,28655010
2001-02-07,19.834298999999998,20.821199,19.834298999999998,20.0163,7.154014999999999,29344334
2001-02-08,19.930099,20.6775,19.5564,20.2271,7.229358,18728218
2001-02-09,20.2176,20.6583,19.642599,19.9876,7.143758999999999,20589183
2001-02-12,20.504998999999998,20.504998999999998,18.7803,19.0007,6.79103,22276292
2001-02-13,19.1061,19.336,18.4737,18.7803,6.712258,14250557
2001-02-14,18.627001,19.498898999999998,18.6078,19.2306,6.8731990000000005,22054079
2001-02-15,19.412701000000002,20.1984,19.412701000000002,19.968398999999998,7.136897,25775607
2001-02-16,20.073798999999998,21.501499,20.073798999999998,20.8979,7.4691089999999996,44407741
2001-02-19,21.4632,21.750601,20.7446,21.491899,7.6814100000000005,24560670
2001-02-20,21.4632,21.827299,20.936199,21.070299,7.530725,22813181
2001-02-21,20.9937,21.1374,20.160101,20.255899,7.239650999999999,14321963
2001-02-22,20.179199,20.648701000000003,19.566,19.719299,7.047864,12748356
2001-02-23,19.642599,20.3613,17.438801,17.6401,6.304739,19566867
2001-02-26,18.0137,19.048599,17.9179,18.7994,6.719086,18634232
2001-02-27,19.010201000000002,19.5277,18.224501,19.0294,6.80129,27205007
2001-02-28,19.1635,20.543301,18.550301,19.613899,7.0101949999999995,26241126
2001-03-01,19.738501,21.060699,19.546801000000002,20.4571,7.3115630000000005,26496350
2001-03-02,20.495399,20.8883,18.0329,18.3587,6.561574,18899877
2001-03-05,18.5886,19.067698999999998,17.5347,17.7071,6.328686,14368677
2001-03-07,18.090401,18.396998999999997,16.940599,17.659201,6.311567,8799130
2001-03-08,17.7838,18.052099,17.4867,17.6113,6.294446,4671096
2001-03-09,17.458,17.458,15.3308,15.5033,5.541027,9109918
2001-03-12,14.6314,15.4841,14.2673,14.3439,5.126646,6882622
2001-03-13,13.6061,13.6061,13.6061,13.6061,4.86295,130456
2001-03-14,13.6061,13.6061,13.6061,13.6061,4.86295,130456
2001-03-15,14.181,14.8997,13.6636,14.5835,5.212282,4771516
2001-03-16,13.9894,13.9894,13.9894,13.9894,4.999944,116857
2001-03-19,14.2002,14.526,13.9894,14.4302,5.157491,4315077
2001-03-20,14.3918,14.6985,13.9415,14.0852,5.034184,3481437
2001-03-21,13.8936,14.2768,13.6253,14.1619,5.061598,2720169
2001-03-22,14.0373,14.3631,13.4624,13.5199,4.832141,2262227
2001-03-23,14.5643,14.5643,13.4145,13.4145,4.794471,104
2001-03-26,13.4145,13.4145,12.7438,12.9929,4.643786,3029918
2001-03-27,12.9354,13.3762,12.9354,13.2516,4.736248000000001,3743257
2001-03-28,13.3091,13.7594,13.3091,13.472,4.815021,3491701
2001-03-29,13.357,13.6732,13.1462,13.2612,4.73968,3456969
2001-03-30,13.2708,13.4337,12.4084,12.4659,4.455431,4504201
2001-04-02,12.073,12.1784,11.4694,11.6898,4.178046,5506453
2001-04-03,11.6706,11.9293,11.134,11.2873,4.034189,6746813
2001-04-04,11.3065,11.9293,11.1149,11.7664,4.205424,8166638
2001-04-06,11.8143,12.4563,11.8143,12.3413,4.410897,8589086
2001-04-09,12.5521,12.8779,12.2647,12.715,4.544462,5146593
2001-04-10,12.8779,13.0312,12.1689,12.3222,4.404071,4574178
2001-04-11,12.4372,12.6288,11.9964,12.1305,4.3355559999999995,3362190
2001-04-12,12.1689,12.303,11.4215,12.0155,4.294455,5716216
2001-04-16,12.073,12.3892,11.9868,12.1401,4.338987,3688585
2001-04-17,12.073,12.945,11.8814,12.7725,4.5650129999999995,9367553
2001-04-18,13.7882,13.7882,13.7882,13.7882,4.928033999999999,26
2001-04-19,13.3953,13.8744,13.0408,13.1845,4.712265,6552840
2001-04-20,13.3762,13.4241,12.6959,12.7533,4.5581510000000005,3696094
2001-04-23,12.9354,13.357,12.9354,13.1366,4.695145,5908012
2001-04-24,13.1654,14.0086,13.1079,13.9032,4.969137,14362551
2001-04-25,13.8936,14.411,13.7978,14.1044,5.041046,8305428
2001-04-26,14.3535,14.938,14.2768,14.4014,5.147197,10762874
2001-04-27,14.3056,14.3056,13.2516,13.8169,4.938291,12260216
2001-04-30,13.7019,14.6985,13.7019,14.5547,5.201988,4152205
2001-05-02,14.7559,15.1009,14.2098,14.2864,5.106095,3366944
2001-05-03,14.3727,14.411,13.9127,14.0181,5.010202,1456197
2001-05-04,14.0469,14.4206,13.9511,14.2673,5.0992690000000005,2663869
2001-05-07,14.5643,14.5931,14.0373,14.0948,5.037615,2489904
2001-05-08,14.1714,14.4493,14.0469,14.3918,5.143766,3480132
2001-05-09,14.4685,14.9092,14.3918,14.5547,5.201988,7914456
2001-05-10,14.4685,15.1392,14.2577,14.823,5.2978819999999995,4618538
2001-05-11,15.12,15.3213,14.3535,14.4014,5.147197,7046042
2001-05-14,14.3727,14.5643,14.2289,14.3918,5.143766,2190434
2001-05-15,14.181,14.4589,13.6253,14.2481,5.092407,3665615
2001-05-16,14.3727,15.3213,14.3727,15.1296,5.407464,8849121
2001-05-17,15.3117,15.9824,15.3117,15.8004,5.647213,8268733
2001-05-18,15.8962,16.2794,15.7141,15.8674,5.6711599999999995,5531772
2001-05-21,16.174,16.183598999999997,15.6758,15.7812,5.640352,4445674
2001-05-22,15.877,15.877,15.4841,15.5608,5.561577,2097649
2001-05-23,15.5608,15.6854,15.35,15.4746,5.5307699999999995,996371
2001-05-24,15.4267,15.8099,15.3308,15.5321,5.551321,2229127
2001-05-25,15.5608,15.6566,14.9859,15.0625,5.383481,2895940
2001-05-28,15.2254,15.5704,15.1392,15.4362,5.5170449999999995,2171356
2001-05-29,15.5033,16.193199,15.4458,16.1453,5.770484,6989534
2001-05-30,16.174,16.5956,16.0016,16.097401,5.753364,6395573
2001-05-31,15.9632,16.097401,15.5896,15.762,5.633489,1961614
2001-06-01,15.9058,16.0016,15.3404,15.3979,5.503356,1977655
2001-06-04,15.3117,15.3692,14.708,15.2063,5.434876,2648590
2001-06-05,15.235,15.5991,15.0338,15.0625,5.383481,2786200
2001-06-06,15.1009,15.3117,14.6889,14.7368,5.267072,1082602
2001-06-07,14.7559,14.7943,13.9319,14.1619,5.061598,1619825
2001-06-08,14.3056,14.7655,14.2098,14.4206,5.154058999999999,2918091
2001-06-11,14.5643,14.6505,14.2577,14.296,5.109527,1357107
2001-06-12,14.2385,14.4206,14.2385,14.296,5.109527,1120888
2001-06-13,14.411,14.411,13.999,14.0277,5.0136330000000005,1771577
2001-06-14,13.9894,13.9894,13.5199,13.654,4.880069000000001,1284835
2001-06-15,13.5199,13.5199,12.5713,13.0887,4.678026,3590399
2001-06-18,12.8396,13.1174,12.8396,13.06,4.667768,1203232
2001-06-19,13.0504,13.2324,12.4084,12.5809,4.496534,1928353
2001-06-20,12.5138,12.7438,12.5138,12.6288,4.513653,739837
2001-06-21,12.6192,12.7438,12.2647,12.3126,4.400641,835080
2001-06-22,12.3222,12.3317,11.594,11.6514,4.16432,1444169
2001-06-25,11.4981,11.594,11.2394,11.2778,4.030793,563544
2001-06-26,11.3161,11.6898,11.2298,11.5844,4.1403739999999996,745295
2001-06-27,11.6131,12.2072,11.5173,11.9389,4.267076,1916247
2001-06-28,12.8396,12.8396,12.8396,12.8396,4.588995,130456
2001-06-29,12.0347,12.1689,11.8431,11.9868,4.284196,1555954
2001-07-02,17.2472,17.2472,12.0922,12.2359,4.373227,201711
2001-07-03,11.7185,11.891,11.5077,11.6802,4.174614,831986
2001-07-04,11.5173,11.9581,11.4886,11.546,4.12665,608723
2001-07-05,11.9581,12.418,11.6419,12.3605,4.4177610000000005,362339
2001-07-06,12.3605,12.5426,12.1689,12.3701,4.421191,395010
2001-07-09,12.3413,13.012,12.2838,12.9162,4.616373,971542
2001-07-10,13.2708,14.181,13.127,13.8936,4.965705000000001,2096970
2001-07-11,13.5103,14.3631,13.5103,14.3343,5.123215,2005625
2001-07-12,14.181,14.4685,14.0373,14.2673,5.0992690000000005,1767193
2001-07-13,14.1427,14.411,13.357,13.4337,4.801332,1194690
2001-07-16,13.5965,13.7499,13.1462,13.1845,4.712265,946547
2001-07-17,13.1845,13.7019,13.0312,13.5007,4.825278,617876
2001-07-18,13.6828,13.7594,13.5295,13.6061,4.86295,459210
2001-07-19,13.4145,13.6828,13.3282,13.5486,4.842398,277882
2001-07-20,13.7019,14.0086,13.2995,13.7019,4.897189,800608
2001-07-24,13.4145,15.0434,13.2708,14.8518,5.308174,3844543
2001-07-25,14.3822,14.7559,13.7978,14.3343,5.123215,4576589
2001-07-26,14.2577,14.3727,13.9415,14.296,5.109527,755439
2001-07-27,13.8936,14.0852,13.2228,13.3282,4.763625,844697
2001-07-30,13.4337,13.4337,12.4755,12.6384,4.517084,613795
2001-07-31,12.8204,13.7019,12.6863,13.6157,4.86638,995958
2001-08-01,13.6061,13.6061,12.9162,13.127,4.691715,559813
2001-08-02,13.1749,13.7499,13.1462,13.2995,4.753367,929217
2001-08-03,13.4337,13.5486,13.2708,13.3378,4.767057,239914
2001-08-06,13.3953,13.7882,13.3762,13.7403,4.910914,399931
2001-08-07,13.6828,14.2768,13.6828,14.2098,5.078717,602936
2001-08-08,13.8169,14.4685,13.7786,14.3439,5.126646,1251678
2001-08-09,14.0277,14.4685,13.9894,14.4397,5.160886,727130
2001-08-10,14.3727,15.0721,14.3727,14.6697,5.2430900000000005,4457081
2001-08-13,14.7559,15.1679,14.641,15.0913,5.393775,2753435
2001-08-14,15.0913,15.3979,14.5739,15.2254,5.4417029999999995,1457240
2001-08-16,15.5225,16.0016,14.5835,15.8387,5.660903,2195757
2001-08-17,15.9058,15.9058,15.35,15.6566,5.595817,1162999
2001-08-20,15.5225,15.7141,14.7943,14.8709,5.3150010000000005,441468
2001-08-21,14.8518,14.8997,14.0469,14.0948,5.037615,1380428
2001-08-23,14.4589,14.6601,14.1427,14.3822,5.140334999999999,1919070
2001-08-24,14.3152,14.5068,14.2289,14.3918,5.143766,428412
2001-08-27,14.5451,14.9092,14.4493,14.6697,5.2430900000000005,718202
2001-08-28,14.7176,14.7272,13.8553,13.9894,4.999944,498399
2001-08-29,14.3727,14.6122,14.0565,14.3727,5.13694,1471496
2001-08-30,14.3631,14.6889,14.2289,14.3343,5.123215,748442
2001-08-31,14.3822,14.6793,14.0852,14.5643,5.205419,523149
2001-09-03,14.2768,14.6889,14.2385,14.5451,5.198557,433672
2001-09-04,14.7559,15.0817,14.3056,14.641,5.232832,1454866
2001-09-05,15.3308,15.3308,14.4876,14.5643,5.205419,647004
2001-09-06,15.3308,15.3308,14.3918,14.4781,5.1746099999999995,1304951
2001-09-07,14.3918,14.4493,14.2098,14.3056,5.112958,376219
2001-09-10,13.9032,14.5451,13.9032,14.3535,5.130077,233902
2001-09-11,14.4206,14.4685,14.2768,14.3631,5.133508,149236
2001-09-12,13.7978,14.1331,12.9833,13.4049,4.791039,799805
2001-09-13,13.5103,13.7978,13.5103,13.5965,4.859519000000001,908715
2001-09-14,13.6061,13.9702,12.5521,12.8204,4.582133,710651
2001-09-17,13.0312,13.0312,12.0922,12.1593,4.34585,490353
2001-09-18,11.4981,13.012,11.4981,12.5234,4.475983,383107
2001-09-19,12.8204,13.769,12.8204,13.6636,4.8835,855045
2001-09-20,13.0791,14.0852,13.0791,13.4241,4.797901,679530
2001-09-21,13.0983,13.4145,13.0791,13.2324,4.729386,195517
2001-09-24,13.3187,13.5103,13.0408,13.0791,4.674595,335428
2001-09-25,13.3666,13.6828,13.3666,13.6349,4.873244000000001,343235
2001-09-26,13.6445,13.6445,13.2228,13.3474,4.770487,363174
2001-09-27,13.2228,13.4624,13.0025,13.1079,4.684888,2634981
2001-09-28,13.2803,13.5391,13.1558,13.2324,4.729386,529119
2001-10-01,13.472,13.7978,12.8108,12.8587,4.595821,570578
2001-10-03,12.9354,13.7211,12.9354,13.5391,4.839004,5940501
2001-10-04,13.4241,13.7499,13.0887,13.1366,4.695145,964941
2001-10-05,14.3727,14.3727,13.3474,13.4337,4.801332,706852
2001-10-08,13.127,13.4911,13.127,13.3762,4.780782,419886
2001-10-09,13.5103,13.5391,13.3187,13.3953,4.787607,185696
2001-10-10,13.4337,13.4337,13.0791,13.0983,4.681458,425714
2001-10-11,13.9223,13.9223,13.3187,13.4241,4.797901,2608050
2001-10-12,13.7211,13.9798,13.4145,13.6157,4.86638,1960800
2001-10-15,13.6061,14.2577,13.5678,14.1235,5.047874,1880852
2001-10-16,14.3727,14.823,14.181,14.641,5.232832,1750260
2001-10-17,14.7559,15.235,14.5451,14.6122,5.222539,2129678
2001-10-18,15.3117,15.3117,14.181,14.4014,5.147197,961132
2001-10-19,14.5835,14.9955,14.4685,14.6793,5.246522,1829191
2001-10-22,15.0434,16.1453,14.9955,16.1453,5.770484,4507901
2001-10-23,16.931,16.931,16.289,16.5861,5.928029,2949119
2001-10-24,16.863899,16.863899,15.235,15.3787,5.496494,2598834
2001-10-25,15.5608,16.0016,15.3117,15.695,5.609542,2196159
2001-10-29,15.9153,16.5956,15.7524,15.8674,5.6711599999999995,2311106
2001-10-30,15.7141,15.7141,15.0434,15.2829,5.462253,1237996
2001-10-31,15.3787,16.4615,15.3787,16.2411,5.804723,3421474
2001-11-01,15.9058,16.9118,15.7524,16.0016,5.719124,3909009
2001-11-02,16.289,16.4711,15.7141,15.8674,5.6711599999999995,2843173
2001-11-05,16.059099,16.193199,15.235,15.4841,5.534165,3821390
2001-11-06,15.7141,16.423201000000002,15.3308,15.877,5.674591,9944659
2001-11-07,15.5033,16.6052,15.5033,15.9728,5.70883,11705658
2001-11-08,16.097401,16.7969,15.8578,16.6819,5.962269999999999,10928861
2001-11-09,16.6723,17.7167,16.3274,17.4484,6.236225,10433806
2001-11-12,17.6401,17.6401,16.768101,16.940599,6.054730999999999,4086946
2001-11-13,16.863899,17.3239,16.298599,17.2089,6.150625,4172640
2001-11-14,17.8029,18.186199,17.515499,17.975401,6.424580000000001,2481095
2001-11-15,18.071199,18.3587,17.688,18.090401,6.465681,5362967
2001-11-19,18.5695,19.7001,18.167,19.2306,6.8731990000000005,8147795
2001-11-20,19.7001,19.8918,18.396998999999997,19.0198,6.797858,8824178
2001-11-21,19.2498,19.7097,18.502399,19.3743,6.9245600000000005,8814555
2001-11-22,19.546801000000002,20.3134,19.5277,19.834298999999998,7.0889679999999995,4872734
2001-11-23,19.949301000000002,20.083401000000002,19.546801000000002,19.8918,7.109519000000001,3166088
2001-11-26,20.1217,20.208,19.259399,19.4223,6.941714,3264170
2001-11-27,19.451,19.719299,18.971901000000003,19.153999,6.845822,3043580
2001-11-28,18.837799,19.728901,18.837799,19.5277,6.979386,3079111
2001-11-29,19.930099,20.3134,19.4893,19.930099,7.123207000000001,3094447
2001-12-03,20.1217,20.648701000000003,19.872601,20.3325,7.267028999999999,1917948
2001-12-04,20.4188,21.367399,20.4188,21.2236,7.585516999999999,2488443
2001-12-05,21.559,21.6548,20.4571,20.725401,7.407455000000001,2133712
2001-12-06,21.079901,21.175698999999998,20.504998999999998,20.6679,7.3869039999999995,2620088
2001-12-07,20.6008,20.936199,19.3552,19.498898999999998,6.969091000000001,1926934
2001-12-10,19.546801000000002,20.0259,19.3743,19.7097,7.044435000000001,2007462
2001-12-11,19.546801000000002,20.7446,19.546801000000002,20.0355,7.1608789999999996,2414912
2001-12-12,20.2176,20.936199,20.1217,20.323,7.263632,1723397
2001-12-13,20.1217,20.409201,18.3491,19.403098999999997,6.934852,1972980
2001-12-14,19.3456,20.2176,19.2115,19.978001000000003,7.140328,1500865
2001-12-18,20.323,20.5625,19.403098999999997,20.495399,7.325251,2964920
2001-12-19,20.6008,20.6008,19.3743,19.4223,6.941714,820156
2001-12-20,18.7803,19.2498,18.5982,18.7994,6.719086,1459943
2001-12-21,18.5886,18.876101000000002,18.444901,18.627001,6.657468,506748
2001-12-24,18.732401,18.732401,18.119101,18.368299,6.565005,375671
2001-12-26,18.5886,19.115601,18.2533,18.406601000000002,6.5786940000000005,901127
2001-12-27,18.4928,18.5791,17.8508,18.1766,6.4964900000000005,426784
2001-12-28,18.1096,18.7803,17.8221,18.646099,6.664294,588837
2001-12-31,18.924,19.3456,18.406601000000002,19.1252,6.835528,827550
2002-01-01,19.364798999999998,19.6618,19.086901,19.2402,6.876631,1014556
2002-01-02,19.1635,19.2115,18.4928,19.1348,6.838959,1078360
2002-01-03,19.153999,19.5947,19.086901,19.288099,6.893750999999999,962697
2002-01-04,19.566,19.6905,19.1635,19.297701,6.897182000000001,1423494
2002-01-07,19.623501,20.054701,18.971901000000003,19.1061,6.828702000000001,1863736
2002-01-08,19.1635,19.3552,18.8473,19.077299,6.818409,1398921
2002-01-09,19.2019,19.738501,19.010201000000002,19.4223,6.941714,1640901
2002-01-10,19.930099,20.6966,19.546801000000002,20.5529,7.345803,3445807
2002-01-11,20.9937,21.8465,20.5625,21.645201,7.7362020000000005,7873180
2002-01-14,22.038099,22.708799,21.8465,22.5555,8.06155,6117190
2002-01-15,22.6322,22.6322,21.4823,22.2297,7.945106,4794090
2002-01-16,22.3064,24.4527,21.750601,24.146099,8.630044999999999,9002428
2002-01-17,24.146099,25.487499,23.2358,25.0851,8.965653,11040213
2002-01-18,23.571199,25.6408,23.571199,24.069401,8.602633,4352157
2002-01-21,23.9161,24.194,22.057199,22.287201,7.965657000000001,5972864
2002-01-22,22.2201,23.820299,22.2201,23.1017,8.256766,6035238
2002-01-23,23.379499,24.280199,23.2071,23.6861,8.465638,5969624
2002-01-24,23.858601,23.8969,22.7376,23.379499,8.356056,3297776
2002-01-25,23.379499,23.465799,22.8046,23.389098999999998,8.359487,1378659
2002-01-28,22.823798999999998,22.9963,22.066799,22.277599,7.962225,2474781
2002-01-29,22.382998999999998,22.9963,22.3255,22.862101000000003,8.171130999999999,1778256
2002-01-30,22.622601,23.552,22.622601,23.139999,8.270458,4105418
2002-01-31,23.4753,24.1269,23.3316,23.944901,8.558135,3392951
2002-02-01,24.050301,24.7976,23.705299,24.2036,8.650598,3769536
2002-02-04,24.3186,24.893499,24.261101,24.4144,8.725939,2399346
2002-02-05,24.194,24.395201,23.667,23.7724,8.496482,1060174
2002-02-06,24.146099,26.148701000000003,23.379499,25.7558,9.205369000000001,12583543
2002-02-07,26.062401,27.3943,25.5163,26.273198999999998,9.39029,9915839
2002-02-08,26.4457,26.924801000000002,25.679199,25.889999,9.253332,2874243
2002-02-11,27.7871,28.476999,26.302,28.0459,10.023872,8495471
2002-02-12,28.342899,29.368099,27.240999,27.5284,9.838911999999999,12832313
2002-02-13,27.9788,27.9788,26.848101,26.9727,9.6403,4545472
2002-02-14,28.7453,28.7453,27.0494,27.164301000000002,9.70878,4934946
2002-02-15,27.356001000000003,27.691299,26.493601,26.6278,9.517028999999999,6806968
2002-02-18,26.829,27.1164,26.1103,26.4265,9.445084,1633611
2002-02-19,26.349899,27.2122,26.1008,26.2157,9.36974,3845164
2002-02-20,26.254101000000002,26.6182,25.8708,26.2349,9.376602,1895578
2002-02-21,26.5415,27.1931,26.282801,26.368999,9.424531,3742411
2002-02-22,26.6373,26.6852,25.957001,26.1966,9.362915,1304142
2002-02-25,26.5415,27.691299,26.254101000000002,26.953501,9.633436999999999,4222552
2002-02-26,27.2122,28.3046,27.2122,28.0938,10.040992,5949826
2002-02-27,28.4291,28.457898999999998,27.1164,27.5284,9.838911999999999,3697629
2002-02-28,27.633801000000002,28.026699,26.0816,27.260201000000002,9.743055,4932921
2002-03-01,27.2122,27.7871,26.0816,27.6817,9.893703,4652686
2002-03-04,27.7871,27.9788,26.4457,26.608601,9.510168,2017105
2002-03-05,26.829,26.924801000000002,24.960501,25.0851,8.965653,4941730
2002-03-06,25.4779,25.775,23.9065,24.136499,8.626616,17006935
2002-03-07,24.5581,25.2192,24.356899,24.807199,8.866328,4755689
2002-03-08,25.3151,25.851601000000002,25.1042,25.5546,9.133457,5265835
2002-03-11,25.9666,26.368999,25.612101000000003,25.8804,9.249902,3469665
2002-03-12,25.9475,25.9475,24.606001000000003,24.749701,8.845778,1781444
2002-03-13,24.7402,25.372498999999998,24.4335,24.960501,8.92112,1933269
2002-03-14,24.9126,25.2959,24.490999,24.682699,8.821832,819310
